idx,class
9835,NoWhale
8908,NoWhale
2988,NoWhale
1119,RightWhale
2776,NoWhale
4535,NoWhale
6706,RightWhale
8218,NoWhale
10837,NoWhale
8552,RightWhale
5269,RightWhale
4427,RightWhale
8701,NoWhale
5247,NoWhale
5763,NoWhale
3981,RightWhale
7642,NoWhale
2893,RightWhale
2669,RightWhale
3977,NoWhale
8641,NoWhale
279,NoWhale
8828,RightWhale
8102,NoWhale
7341,NoWhale
10596,RightWhale
5197,NoWhale
6972,NoWhale
1694,RightWhale
9759,NoWhale
5018,RightWhale
3479,NoWhale
4416,RightWhale
10186,NoWhale
4155,NoWhale
4883,RightWhale
7456,NoWhale
6431,RightWhale
9441,NoWhale
8746,NoWhale
4296,NoWhale
5538,RightWhale
4683,RightWhale
10143,NoWhale
2209,NoWhale
8649,NoWhale
6641,NoWhale
4563,NoWhale
184,RightWhale
7811,RightWhale
5843,NoWhale
4516,RightWhale
2350,RightWhale
553,RightWhale
1397,NoWhale
1384,NoWhale
5719,RightWhale
6106,RightWhale
4903,NoWhale
297,RightWhale
443,RightWhale
10089,RightWhale
5215,RightWhale
8507,RightWhale
2077,NoWhale
4751,NoWhale
8762,RightWhale
2229,NoWhale
2842,RightWhale
2537,RightWhale
7529,RightWhale
10142,NoWhale
10224,NoWhale
7745,RightWhale
3367,NoWhale
5412,RightWhale
2578,RightWhale
1131,RightWhale
8929,NoWhale
5809,RightWhale
8483,RightWhale
320,RightWhale
1371,NoWhale
4042,NoWhale
5550,RightWhale
6210,NoWhale
907,NoWhale
9549,RightWhale
3950,NoWhale
5684,NoWhale
9733,RightWhale
8057,NoWhale
10557,NoWhale
8918,NoWhale
9464,RightWhale
9198,NoWhale
926,NoWhale
7386,NoWhale
15,NoWhale
143,NoWhale
2363,RightWhale
129,RightWhale
1161,RightWhale
7072,NoWhale
7369,NoWhale
8203,RightWhale
6222,RightWhale
6157,RightWhale
7516,NoWhale
5308,NoWhale
1876,RightWhale
2488,NoWhale
5729,RightWhale
4479,RightWhale
1182,NoWhale
7377,RightWhale
7741,RightWhale
1170,RightWhale
8387,RightWhale
2182,RightWhale
5491,RightWhale
3371,NoWhale
8887,NoWhale
1859,RightWhale
5860,RightWhale
9159,NoWhale
9530,RightWhale
7647,NoWhale
5865,NoWhale
3588,RightWhale
6786,RightWhale
3121,RightWhale
387,RightWhale
1311,RightWhale
1032,RightWhale
8777,RightWhale
10192,RightWhale
4936,RightWhale
931,NoWhale
4019,NoWhale
691,RightWhale
8216,RightWhale
8015,RightWhale
829,RightWhale
3498,NoWhale
2081,NoWhale
9758,RightWhale
10331,RightWhale
44,NoWhale
3939,NoWhale
7748,NoWhale
5544,NoWhale
4319,NoWhale
2965,NoWhale
3969,RightWhale
1187,RightWhale
9808,NoWhale
6459,RightWhale
284,RightWhale
10645,NoWhale
4159,RightWhale
3092,RightWhale
8121,NoWhale
4556,RightWhale
10520,RightWhale
4323,NoWhale
9813,RightWhale
6429,NoWhale
3364,NoWhale
1404,RightWhale
3195,RightWhale
10668,NoWhale
969,RightWhale
3734,NoWhale
925,NoWhale
10392,NoWhale
7754,NoWhale
4725,RightWhale
6791,NoWhale
2851,NoWhale
9039,RightWhale
10314,RightWhale
7381,NoWhale
9711,NoWhale
8761,RightWhale
4471,RightWhale
6214,RightWhale
4348,NoWhale
9832,NoWhale
8810,RightWhale
3626,RightWhale
1789,NoWhale
9431,RightWhale
2059,RightWhale
8284,NoWhale
5697,NoWhale
4013,NoWhale
1902,NoWhale
4686,RightWhale
6730,RightWhale
4922,RightWhale
8263,RightWhale
75,NoWhale
2345,NoWhale
10318,NoWhale
430,NoWhale
4586,RightWhale
5483,NoWhale
5960,RightWhale
6081,RightWhale
8862,NoWhale
8949,NoWhale
8413,RightWhale
1553,NoWhale
240,RightWhale
783,NoWhale
9115,NoWhale
3066,RightWhale
977,RightWhale
4905,NoWhale
2941,NoWhale
9854,NoWhale
10865,NoWhale
6539,RightWhale
1620,RightWhale
2146,NoWhale
1801,RightWhale
2095,NoWhale
7308,RightWhale
6336,RightWhale
1357,RightWhale
8900,NoWhale
7281,RightWhale
9156,RightWhale
5768,NoWhale
7463,NoWhale
8183,RightWhale
10855,RightWhale
9606,NoWhale
6571,RightWhale
1609,NoWhale
3096,NoWhale
6681,RightWhale
2415,NoWhale
2017,NoWhale
7243,NoWhale
4125,NoWhale
5375,RightWhale
10719,RightWhale
10495,NoWhale
3246,NoWhale
124,NoWhale
10445,NoWhale
10219,NoWhale
6412,NoWhale
840,RightWhale
10023,NoWhale
3341,NoWhale
598,RightWhale
2123,NoWhale
5512,RightWhale
8628,NoWhale
8510,RightWhale
10384,NoWhale
10572,NoWhale
2197,NoWhale
4051,NoWhale
7286,NoWhale
3362,NoWhale
2501,NoWhale
725,RightWhale
5948,NoWhale
978,RightWhale
808,RightWhale
6112,NoWhale
1475,NoWhale
8231,NoWhale
7216,NoWhale
10127,NoWhale
4906,RightWhale
9723,RightWhale
9892,RightWhale
4930,NoWhale
4542,NoWhale
3962,NoWhale
7720,RightWhale
5916,NoWhale
1235,RightWhale
1225,RightWhale
1764,NoWhale
10425,RightWhale
6398,RightWhale
6143,NoWhale
9399,NoWhale
3217,NoWhale
287,NoWhale
6057,RightWhale
2966,NoWhale
3164,NoWhale
7222,RightWhale
9734,NoWhale
1657,NoWhale
1975,NoWhale
2397,RightWhale
452,RightWhale
2710,NoWhale
5657,NoWhale
3681,RightWhale
422,NoWhale
10744,NoWhale
5316,NoWhale
657,RightWhale
3301,NoWhale
7039,RightWhale
2845,NoWhale
7236,RightWhale
8594,NoWhale
5244,NoWhale
1001,NoWhale
4198,RightWhale
2418,NoWhale
875,RightWhale
6385,NoWhale
3847,NoWhale
961,NoWhale
1580,NoWhale
9985,NoWhale
2206,NoWhale
7593,NoWhale
7150,NoWhale
10846,NoWhale
4231,NoWhale
757,RightWhale
4866,NoWhale
5406,RightWhale
5313,NoWhale
2284,NoWhale
8022,RightWhale
5731,RightWhale
5507,NoWhale
5309,NoWhale
4827,NoWhale
7671,NoWhale
807,NoWhale
7135,NoWhale
8720,RightWhale
1956,RightWhale
2445,RightWhale
7077,NoWhale
9420,RightWhale
8833,RightWhale
8951,RightWhale
2402,NoWhale
7628,NoWhale
1073,NoWhale
7894,NoWhale
4240,RightWhale
5436,RightWhale
9308,NoWhale
2091,RightWhale
4527,NoWhale
1698,NoWhale
8177,NoWhale
9186,NoWhale
8548,RightWhale
5695,NoWhale
8214,RightWhale
1003,NoWhale
9958,RightWhale
7900,RightWhale
8492,RightWhale
4651,RightWhale
6418,NoWhale
1485,NoWhale
10101,RightWhale
5368,RightWhale
1411,NoWhale
10322,NoWhale
9943,RightWhale
6485,RightWhale
709,NoWhale
5940,RightWhale
3603,NoWhale
985,RightWhale
3076,NoWhale
7111,RightWhale
5077,RightWhale
4101,RightWhale
6934,RightWhale
2722,NoWhale
10243,NoWhale
1268,RightWhale
2462,NoWhale
6597,RightWhale
268,NoWhale
3580,NoWhale
4750,RightWhale
6461,RightWhale
5958,NoWhale
6226,NoWhale
7948,RightWhale
2821,RightWhale
9961,RightWhale
589,NoWhale
8466,RightWhale
9838,NoWhale
6346,NoWhale
8018,RightWhale
8682,RightWhale
2037,RightWhale
6595,NoWhale
7581,NoWhale
6334,NoWhale
2028,NoWhale
8198,RightWhale
677,NoWhale
9975,NoWhale
1232,NoWhale
5454,RightWhale
6399,RightWhale
8559,NoWhale
6071,RightWhale
4856,RightWhale
9224,NoWhale
2432,NoWhale
7600,RightWhale
10408,NoWhale
7262,NoWhale
7503,RightWhale
6096,RightWhale
896,NoWhale
1611,NoWhale
9901,NoWhale
5898,NoWhale
6654,RightWhale
1719,NoWhale
3806,NoWhale
10217,RightWhale
6688,NoWhale
4701,NoWhale
3961,RightWhale
6543,RightWhale
5557,NoWhale
5564,RightWhale
8516,NoWhale
890,NoWhale
6027,RightWhale
10225,RightWhale
4006,NoWhale
10501,NoWhale
6149,RightWhale
8271,NoWhale
8184,RightWhale
6945,RightWhale
2799,NoWhale
7500,NoWhale
584,NoWhale
3268,NoWhale
3932,RightWhale
4965,NoWhale
1260,RightWhale
9897,RightWhale
310,NoWhale
1716,NoWhale
5969,RightWhale
7466,NoWhale
7085,RightWhale
4668,NoWhale
4298,NoWhale
3783,RightWhale
1008,RightWhale
9142,NoWhale
2185,NoWhale
3623,NoWhale
10703,NoWhale
5935,NoWhale
10584,NoWhale
7348,NoWhale
8451,RightWhale
4834,NoWhale
7187,NoWhale
4756,RightWhale
6590,RightWhale
90,NoWhale
7188,RightWhale
9683,RightWhale
1326,RightWhale
6760,RightWhale
8812,RightWhale
2117,RightWhale
2937,RightWhale
7739,NoWhale
983,NoWhale
8288,RightWhale
10333,NoWhale
9418,NoWhale
2925,NoWhale
6499,NoWhale
3214,RightWhale
7749,RightWhale
9162,NoWhale
6636,RightWhale
8615,RightWhale
8658,RightWhale
5908,NoWhale
627,RightWhale
10688,RightWhale
4947,NoWhale
5080,NoWhale
4244,NoWhale
9665,NoWhale
4765,RightWhale
1601,NoWhale
10502,RightWhale
1269,RightWhale
128,NoWhale
7086,NoWhale
1711,RightWhale
4182,NoWhale
7773,NoWhale
4235,NoWhale
6779,RightWhale
2398,RightWhale
7954,RightWhale
6562,RightWhale
7289,RightWhale
9217,RightWhale
1186,RightWhale
7237,RightWhale
10710,RightWhale
7231,NoWhale
1977,NoWhale
5314,NoWhale
10810,RightWhale
4247,NoWhale
8690,RightWhale
915,NoWhale
1305,RightWhale
6584,RightWhale
3049,NoWhale
10418,RightWhale
1273,NoWhale
5698,RightWhale
8894,RightWhale
2796,RightWhale
1398,RightWhale
3358,RightWhale
183,RightWhale
8910,NoWhale
6866,NoWhale
7361,RightWhale
8797,RightWhale
7422,NoWhale
10434,NoWhale
4567,NoWhale
9645,NoWhale
8885,RightWhale
2656,NoWhale
9259,RightWhale
4305,RightWhale
1961,RightWhale
4992,NoWhale
4891,RightWhale
5815,NoWhale
5869,RightWhale
7675,RightWhale
10371,NoWhale
8265,NoWhale
10906,NoWhale
7382,RightWhale
1251,NoWhale
3176,NoWhale
5072,RightWhale
3359,RightWhale
10271,RightWhale
6606,NoWhale
9306,RightWhale
8543,RightWhale
3289,NoWhale
7750,RightWhale
9558,RightWhale
3190,NoWhale
8181,RightWhale
8243,RightWhale
1051,NoWhale
4069,NoWhale
7247,NoWhale
6702,NoWhale
272,NoWhale
2042,RightWhale
4763,NoWhale
7296,RightWhale
10822,NoWhale
6383,NoWhale
1086,RightWhale
6994,NoWhale
7633,RightWhale
6601,RightWhale
9805,NoWhale
9701,NoWhale
4322,NoWhale
8280,RightWhale
8731,RightWhale
5831,RightWhale
6759,RightWhale
6661,RightWhale
7801,NoWhale
7433,NoWhale
4709,NoWhale
6828,RightWhale
9584,RightWhale
6795,NoWhale
8165,NoWhale
3478,NoWhale
8374,NoWhale
3924,RightWhale
1748,NoWhale
732,RightWhale
2553,NoWhale
8205,NoWhale
5963,NoWhale
2662,NoWhale
8199,NoWhale
9413,RightWhale
3113,NoWhale
3303,NoWhale
1344,RightWhale
9634,NoWhale
1690,RightWhale
8848,RightWhale
7826,RightWhale
5048,NoWhale
9305,NoWhale
3308,RightWhale
1504,NoWhale
1806,RightWhale
7505,RightWhale
6482,NoWhale
3791,RightWhale
5217,NoWhale
8939,RightWhale
10417,NoWhale
1067,RightWhale
7113,NoWhale
10385,NoWhale
8095,NoWhale
2696,NoWhale
1848,RightWhale
4512,RightWhale
10110,RightWhale
2431,RightWhale
4660,NoWhale
3435,RightWhale
8497,NoWhale
10263,RightWhale
142,NoWhale
5586,RightWhale
9596,NoWhale
6292,RightWhale
7171,RightWhale
5290,RightWhale
6360,NoWhale
3409,NoWhale
1117,RightWhale
1756,RightWhale
497,NoWhale
6252,RightWhale
870,NoWhale
3357,RightWhale
912,RightWhale
721,NoWhale
2805,NoWhale
10869,NoWhale
886,RightWhale
10500,NoWhale
7928,RightWhale
9103,NoWhale
8412,NoWhale
1520,NoWhale
9516,NoWhale
2746,RightWhale
6844,RightWhale
6958,NoWhale
314,NoWhale
1799,RightWhale
327,RightWhale
6808,NoWhale
4204,NoWhale
5850,NoWhale
5447,NoWhale
3129,RightWhale
1996,NoWhale
8108,RightWhale
3968,NoWhale
6918,NoWhale
10561,NoWhale
1973,NoWhale
336,RightWhale
2764,RightWhale
9587,NoWhale
275,NoWhale
2985,NoWhale
6814,NoWhale
7046,NoWhale
3477,RightWhale
6325,RightWhale
3558,RightWhale
10062,RightWhale
2809,NoWhale
9973,NoWhale
4861,RightWhale
8563,RightWhale
5246,NoWhale
3416,RightWhale
307,RightWhale
3908,RightWhale
8341,RightWhale
348,RightWhale
5918,NoWhale
826,NoWhale
5296,NoWhale
10397,NoWhale
8822,RightWhale
4482,NoWhale
7917,RightWhale
3682,NoWhale
7845,NoWhale
9177,RightWhale
2053,RightWhale
10514,RightWhale
71,RightWhale
6649,NoWhale
8317,NoWhale
7552,RightWhale
8948,RightWhale
5356,NoWhale
1666,RightWhale
5570,NoWhale
7440,NoWhale
7782,RightWhale
6480,RightWhale
1445,RightWhale
6311,NoWhale
6784,RightWhale
1695,NoWhale
2892,RightWhale
10930,NoWhale
1574,RightWhale
3203,NoWhale
4405,RightWhale
1630,RightWhale
9210,NoWhale
1881,RightWhale
5112,NoWhale
5708,NoWhale
5074,RightWhale
8986,RightWhale
9663,RightWhale
6745,RightWhale
848,NoWhale
9526,NoWhale
7442,RightWhale
7070,NoWhale
2877,NoWhale
186,RightWhale
3779,RightWhale
1830,RightWhale
6129,NoWhale
2959,RightWhale
10114,NoWhale
7670,RightWhale
5446,NoWhale
1234,NoWhale
7185,NoWhale
3915,RightWhale
446,RightWhale
5839,RightWhale
844,RightWhale
5201,RightWhale
6954,RightWhale
6522,NoWhale
2440,RightWhale
3103,RightWhale
10410,RightWhale
9554,NoWhale
6818,NoWhale
6094,NoWhale
1294,RightWhale
6128,RightWhale
5518,RightWhale
9871,NoWhale
5067,RightWhale
3442,RightWhale
9242,RightWhale
8464,RightWhale
9129,NoWhale
7342,RightWhale
776,NoWhale
10629,NoWhale
2153,RightWhale
5558,RightWhale
4920,NoWhale
8542,NoWhale
10387,RightWhale
6676,NoWhale
3136,NoWhale
9222,RightWhale
5462,RightWhale
7796,NoWhale
8886,NoWhale
3183,NoWhale
9100,RightWhale
8523,NoWhale
3199,RightWhale
10924,RightWhale
1289,NoWhale
4581,NoWhale
10239,NoWhale
9785,NoWhale
10441,NoWhale
10690,RightWhale
4106,RightWhale
4126,NoWhale
8991,NoWhale
3966,RightWhale
1879,NoWhale
9293,RightWhale
10175,NoWhale
6533,NoWhale
5457,RightWhale
9686,RightWhale
3587,RightWhale
9624,RightWhale
3865,RightWhale
2148,RightWhale
4131,NoWhale
1036,RightWhale
636,NoWhale
6651,RightWhale
4134,RightWhale
6448,NoWhale
1083,RightWhale
861,NoWhale
5212,RightWhale
903,RightWhale
191,RightWhale
109,NoWhale
6026,RightWhale
4455,RightWhale
1942,RightWhale
6388,RightWhale
4331,RightWhale
9697,RightWhale
10336,NoWhale
5927,RightWhale
2040,NoWhale
9585,RightWhale
8221,NoWhale
4878,RightWhale
4659,RightWhale
7706,RightWhale
2775,NoWhale
4145,RightWhale
2323,RightWhale
762,NoWhale
5921,RightWhale
2617,NoWhale
2411,NoWhale
1094,RightWhale
6065,RightWhale
7425,RightWhale
4589,RightWhale
6034,RightWhale
6747,NoWhale
3135,NoWhale
7444,NoWhale
5040,RightWhale
10084,RightWhale
5428,NoWhale
3805,NoWhale
884,RightWhale
2654,RightWhale
6414,RightWhale
7441,RightWhale
10094,RightWhale
464,NoWhale
8114,RightWhale
8660,NoWhale
6851,NoWhale
4274,NoWhale
5192,NoWhale
8339,NoWhale
10598,RightWhale
5300,NoWhale
2202,RightWhale
7344,RightWhale
7652,NoWhale
1262,NoWhale
6452,NoWhale
975,RightWhale
7028,RightWhale
5866,NoWhale
4925,RightWhale
941,NoWhale
5263,RightWhale
4723,RightWhale
2387,NoWhale
10641,RightWhale
5021,RightWhale
4391,NoWhale
5148,NoWhale
3221,NoWhale
3882,RightWhale
9994,RightWhale
10329,NoWhale
9859,RightWhale
7688,NoWhale
5953,RightWhale
2789,NoWhale
944,RightWhale
9755,NoWhale
1857,NoWhale
9493,RightWhale
4108,NoWhale
5213,RightWhale
9314,NoWhale
3255,RightWhale
2690,RightWhale
4627,RightWhale
8178,RightWhale
1319,NoWhale
8301,RightWhale
10803,RightWhale
5162,NoWhale
10254,RightWhale
10227,NoWhale
7637,NoWhale
7508,RightWhale
3475,NoWhale
3505,RightWhale
4749,NoWhale
2477,NoWhale
6621,RightWhale
7963,RightWhale
10001,RightWhale
4501,RightWhale
6455,RightWhale
10786,RightWhale
9944,RightWhale
1874,NoWhale
9317,NoWhale
6367,NoWhale
10328,NoWhale
5096,NoWhale
2904,NoWhale
570,RightWhale
1448,NoWhale
7794,NoWhale
7512,NoWhale
7634,NoWhale
8515,NoWhale
7861,NoWhale
5841,RightWhale
7821,NoWhale
3226,NoWhale
10657,NoWhale
3978,NoWhale
4383,RightWhale
5834,RightWhale
8679,NoWhale
8403,RightWhale
3539,NoWhale
6853,NoWhale
9811,RightWhale
9736,NoWhale
9216,RightWhale
5681,NoWhale
2827,NoWhale
5780,RightWhale
8113,NoWhale
4996,RightWhale
1338,RightWhale
3262,RightWhale
7678,NoWhale
9031,NoWhale
5741,NoWhale
650,RightWhale
6039,RightWhale
2902,NoWhale
2258,NoWhale
5395,NoWhale
8538,NoWhale
7359,NoWhale
3521,NoWhale
2730,NoWhale
9382,RightWhale
4478,NoWhale
5660,RightWhale
1596,NoWhale
67,RightWhale
2584,NoWhale
6569,RightWhale
6281,RightWhale
3196,RightWhale
7278,NoWhale
5327,RightWhale
8696,NoWhale
6489,NoWhale
1258,NoWhale
8277,NoWhale
9324,NoWhale
991,RightWhale
3504,RightWhale
113,RightWhale
919,RightWhale
2509,RightWhale
10290,NoWhale
165,NoWhale
6983,RightWhale
7680,RightWhale
4603,RightWhale
7953,RightWhale
9307,RightWhale
949,RightWhale
4594,NoWhale
8606,RightWhale
3770,RightWhale
2506,NoWhale
5107,RightWhale
2850,RightWhale
6000,NoWhale
7809,NoWhale
6475,NoWhale
9108,RightWhale
4446,RightWhale
5794,RightWhale
4460,RightWhale
8192,RightWhale
2505,NoWhale
1114,NoWhale
9187,NoWhale
298,RightWhale
1675,RightWhale
3347,RightWhale
6170,NoWhale
2735,RightWhale
5669,NoWhale
8765,NoWhale
4988,NoWhale
9849,NoWhale
9696,RightWhale
7076,NoWhale
4325,RightWhale
8088,RightWhale
7959,NoWhale
4550,RightWhale
7464,NoWhale
7572,RightWhale
8775,RightWhale
2103,RightWhale
5336,NoWhale
9099,NoWhale
8140,NoWhale
8566,NoWhale
1837,NoWhale
8809,RightWhale
9104,NoWhale
10348,RightWhale
5710,NoWhale
607,RightWhale
7261,NoWhale
1093,RightWhale
7781,RightWhale
7610,RightWhale
9815,NoWhale
4487,NoWhale
160,NoWhale
203,NoWhale
3940,NoWhale
8422,RightWhale
6103,RightWhale
4933,NoWhale
2934,NoWhale
1814,NoWhale
2435,RightWhale
1230,RightWhale
9500,NoWhale
3046,NoWhale
5705,RightWhale
10565,RightWhale
7254,NoWhale
9936,NoWhale
7702,NoWhale
4251,RightWhale
6111,NoWhale
6734,RightWhale
6204,RightWhale
3293,NoWhale
4034,NoWhale
2725,NoWhale
4290,RightWhale
4334,NoWhale
10775,RightWhale
3877,RightWhale
6205,RightWhale
6556,NoWhale
8840,RightWhale
4753,NoWhale
4886,NoWhale
857,RightWhale
370,NoWhale
9164,RightWhale
2561,NoWhale
3801,RightWhale
2640,NoWhale
5455,RightWhale
6757,RightWhale
4490,NoWhale
2347,RightWhale
649,NoWhale
2781,RightWhale
6820,NoWhale
9349,RightWhale
9783,NoWhale
5944,RightWhale
6913,RightWhale
615,NoWhale
9239,NoWhale
2575,RightWhale
53,RightWhale
9508,RightWhale
3340,NoWhale
8327,RightWhale
1705,NoWhale
9917,NoWhale
6596,RightWhale
1493,RightWhale
5876,RightWhale
10895,NoWhale
6797,NoWhale
803,NoWhale
4953,NoWhale
1812,RightWhale
8365,NoWhale
990,RightWhale
2774,RightWhale
8617,RightWhale
7716,RightWhale
3513,NoWhale
9778,RightWhale
9190,RightWhale
219,RightWhale
6690,RightWhale
1288,NoWhale
3163,NoWhale
4678,NoWhale
2618,NoWhale
3612,NoWhale
43,RightWhale
8773,NoWhale
10373,RightWhale
3792,RightWhale
3571,RightWhale
10913,NoWhale
1503,NoWhale
7478,NoWhale
10749,RightWhale
3439,NoWhale
1892,NoWhale
10546,NoWhale
10203,RightWhale
5255,RightWhale
1955,NoWhale
5167,NoWhale
4814,NoWhale
7536,NoWhale
6460,NoWhale
1505,RightWhale
670,RightWhale
6491,NoWhale
9754,RightWhale
1085,RightWhale
897,RightWhale
7432,RightWhale
6239,RightWhale
2666,NoWhale
3193,NoWhale
2890,RightWhale
6003,NoWhale
8375,NoWhale
6864,RightWhale
2621,NoWhale
6202,RightWhale
8361,RightWhale
7413,RightWhale
7168,RightWhale
5813,NoWhale
2,NoWhale
5970,NoWhale
2370,NoWhale
3804,NoWhale
1769,NoWhale
9304,NoWhale
7251,RightWhale
6079,RightWhale
531,NoWhale
9820,NoWhale
9471,RightWhale
6476,RightWhale
7957,NoWhale
7309,RightWhale
3120,RightWhale
9877,RightWhale
6259,RightWhale
731,RightWhale
3406,NoWhale
2339,RightWhale
5991,NoWhale
6328,RightWhale
7786,NoWhale
8065,RightWhale
2565,RightWhale
2581,NoWhale
9772,NoWhale
8081,NoWhale
8310,NoWhale
10483,NoWhale
10339,RightWhale
10480,NoWhale
1255,RightWhale
2104,RightWhale
8106,NoWhale
9551,NoWhale
7488,RightWhale
10207,NoWhale
4994,NoWhale
9821,NoWhale
8215,RightWhale
5057,NoWhale
10165,RightWhale
4434,NoWhale
3484,RightWhale
10388,RightWhale
5318,NoWhale
3816,RightWhale
6902,RightWhale
9750,NoWhale
2546,NoWhale
7866,NoWhale
6479,RightWhale
1621,RightWhale
10310,RightWhale
7586,NoWhale
10774,NoWhale
9749,NoWhale
1096,RightWhale
8136,RightWhale
10073,NoWhale
10376,RightWhale
8176,NoWhale
2463,NoWhale
9678,RightWhale
3700,RightWhale
1788,RightWhale
250,NoWhale
6314,NoWhale
8532,NoWhale
7448,NoWhale
7467,RightWhale
192,NoWhale
820,NoWhale
10536,RightWhale
6886,RightWhale
8424,NoWhale
6887,NoWhale
4400,NoWhale
8332,RightWhale
5388,RightWhale
4166,RightWhale
10529,RightWhale
4951,RightWhale
2687,RightWhale
4390,RightWhale
9438,NoWhale
7195,NoWhale
4927,NoWhale
8107,NoWhale
5552,NoWhale
2607,RightWhale
8575,NoWhale
238,RightWhale
4015,RightWhale
10250,RightWhale
2977,RightWhale
6884,RightWhale
7883,RightWhale
7328,NoWhale
5473,NoWhale
945,NoWhale
7713,NoWhale
8695,RightWhale
5097,RightWhale
9851,NoWhale
6055,NoWhale
6473,RightWhale
8191,NoWhale
6997,RightWhale
3552,NoWhale
10901,NoWhale
3360,NoWhale
7415,RightWhale
5628,RightWhale
2410,NoWhale
5783,RightWhale
4507,RightWhale
9253,NoWhale
3982,RightWhale
10496,NoWhale
146,NoWhale
8005,RightWhale
2294,RightWhale
2253,RightWhale
3611,RightWhale
5353,RightWhale
1736,RightWhale
7065,RightWhale
8683,NoWhale
114,RightWhale
9706,NoWhale
6126,RightWhale
6817,NoWhale
10369,NoWhale
498,NoWhale
6559,RightWhale
6378,NoWhale
4733,RightWhale
720,NoWhale
4384,NoWhale
10832,RightWhale
6903,RightWhale
8912,NoWhale
3089,RightWhale
8437,RightWhale
484,RightWhale
8159,RightWhale
596,RightWhale
9950,RightWhale
7331,NoWhale
9047,NoWhale
5164,NoWhale
10008,RightWhale
1647,NoWhale
8390,NoWhale
8262,RightWhale
2700,NoWhale
8764,RightWhale
1700,NoWhale
9793,RightWhale
5404,RightWhale
9715,RightWhale
9600,NoWhale
2942,NoWhale
6557,NoWhale
9790,NoWhale
6219,RightWhale
7580,NoWhale
86,NoWhale
2308,RightWhale
2677,NoWhale
8995,RightWhale
8974,RightWhale
2594,RightWhale
7087,NoWhale
1029,NoWhale
136,RightWhale
1236,RightWhale
6240,NoWhale
10809,NoWhale
2854,RightWhale
4409,RightWhale
1200,NoWhale
6121,NoWhale
4717,NoWhale
10414,NoWhale
7938,RightWhale
566,RightWhale
8458,RightWhale
5933,NoWhale
5430,NoWhale
5868,RightWhale
6296,RightWhale
3927,RightWhale
6195,RightWhale
9515,RightWhale
8643,RightWhale
6829,NoWhale
7913,RightWhale
8744,NoWhale
9021,NoWhale
10455,NoWhale
9058,NoWhale
2330,NoWhale
3515,NoWhale
2187,NoWhale
195,RightWhale
8456,RightWhale
6835,NoWhale
5059,RightWhale
802,NoWhale
5715,RightWhale
9394,RightWhale
10553,RightWhale
6598,NoWhale
241,RightWhale
2068,RightWhale
6975,NoWhale
9577,RightWhale
644,RightWhale
10259,NoWhale
5103,NoWhale
5460,NoWhale
1637,RightWhale
120,NoWhale
5873,NoWhale
2981,NoWhale
5069,RightWhale
3074,RightWhale
9776,NoWhale
3278,NoWhale
2135,NoWhale
7630,NoWhale
4970,NoWhale
7453,NoWhale
134,RightWhale
4351,RightWhale
5324,NoWhale
10550,NoWhale
10794,NoWhale
2559,NoWhale
62,RightWhale
10881,RightWhale
1358,NoWhale
7884,NoWhale
7733,NoWhale
7024,RightWhale
2467,NoWhale
679,NoWhale
8180,NoWhale
741,RightWhale
5307,RightWhale
6266,NoWhale
8116,NoWhale
3641,RightWhale
444,RightWhale
9277,NoWhale
3258,NoWhale
4663,RightWhale
1873,RightWhale
9522,RightWhale
2596,RightWhale
1717,NoWhale
2912,RightWhale
2843,NoWhale
4027,RightWhale
5488,RightWhale
9572,RightWhale
4485,RightWhale
2556,NoWhale
489,NoWhale
493,NoWhale
690,NoWhale
7744,NoWhale
3821,NoWhale
602,NoWhale
1911,RightWhale
1014,RightWhale
7401,NoWhale
1993,RightWhale
6950,RightWhale
3757,NoWhale
6647,NoWhale
9319,NoWhale
2366,NoWhale
5283,RightWhale
4370,RightWhale
2686,RightWhale
1573,RightWhale
1361,RightWhale
7201,NoWhale
1526,RightWhale
1327,NoWhale
7317,NoWhale
10655,NoWhale
1551,NoWhale
7541,NoWhale
10599,NoWhale
1337,RightWhale
3901,NoWhale
3010,RightWhale
5041,NoWhale
9668,RightWhale
2250,NoWhale
8217,NoWhale
7868,RightWhale
5039,NoWhale
2346,NoWhale
10157,NoWhale
5485,NoWhale
9714,NoWhale
2784,RightWhale
5694,RightWhale
5119,RightWhale
5166,NoWhale
5555,NoWhale
5599,RightWhale
8040,RightWhale
150,NoWhale
2804,RightWhale
7075,RightWhale
2086,RightWhale
3751,NoWhale
5612,RightWhale
2259,NoWhale
4017,NoWhale
10873,RightWhale
7290,NoWhale
2424,NoWhale
4138,NoWhale
3856,NoWhale
859,RightWhale
5367,RightWhale
2962,RightWhale
8998,RightWhale
8496,RightWhale
9602,NoWhale
4739,NoWhale
9407,RightWhale
4462,NoWhale
5528,NoWhale
1364,NoWhale
1779,NoWhale
7071,NoWhale
4785,RightWhale
9539,NoWhale
1818,RightWhale
369,RightWhale
4937,NoWhale
2704,RightWhale
5285,NoWhale
175,RightWhale
6405,NoWhale
8585,RightWhale
2093,NoWhale
9300,NoWhale
3491,RightWhale
1920,NoWhale
82,RightWhale
816,NoWhale
9416,RightWhale
1091,NoWhale
4396,RightWhale
8146,RightWhale
5568,RightWhale
283,RightWhale
6124,RightWhale
4120,NoWhale
8738,NoWhale
609,RightWhale
2915,RightWhale
1813,NoWhale
1271,RightWhale
